INFO  [2020-03-26 04:19:01,973] main                 pid 5329@localhost.localdomain
DEBUG [2020-03-26 04:19:01,975] main                 Using property file /usr/multiverse/bin/multiverse.properties
         </void>
        </void>
        <void property="attachableFlag">
         <boolean>true</boolean>
        </void>
        <void property="displayInfo">
         <void method="put">
          <object class="multiverse.server.objects.DisplayState">
           <void property="id">
            <int>1</int>
           </void>
          </object>
          <object class="java.util.HashMap">
           <void method="put">
            <object class="multiverse.mars.objects.MarsEquipSlot">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
            <object class="multiverse.mars.objects.MarsAttachSocket">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
           </void>
          </object>
         </void>
         <void method="put">
          <object class="multiverse.server.objects.DisplayState">
           <void property="id">
            <int>2</int>
           </void>
          </object>
          <object class="java.util.HashMap">
           <void method="put">
            <object class="multiverse.mars.objects.MarsEquipSlot">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
            <object class="multiverse.mars.objects.MarsAttachSocket">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
           </void>
          </object>
         </void>
        </void>
        <void property="objRef">
         <long>1860</long>
        </void>
       </object>
      </void>
     </void>
     <void property="childDCMap">
      <object idref="HashMap1"/>
     </void>
     <void property="objRef">
      <long>1852</long>
     </void>
     <void id="HashSet0" property="submeshes">
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh0">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh0"/>
          <string>human_male_body-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh0"/>
          <string>human_male_fantasy.human_male_body_01</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh1">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh1"/>
          <string>male_leather_b_legs-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh1"/>
          <string>human_male_fantasy.human_male_armor_leather_b</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh2">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh2"/>
          <string>male_head_01_hair_01-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh2"/>
          <string>human_male_fantasy.human_male_head_01_hair_01</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh3">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh3"/>
          <string>male_leather_b_chest-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh3"/>
          <string>human_male_fantasy.human_male_armor_leather_b</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh4">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh4"/>
          <string>human_male_head_01-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh4"/>
          <string>human_male_fantasy.human_male_head_01</string>
         </void>
        </void>
       </object>
      </void>
     </void>
     <void property="submeshes">
      <object idref="HashSet0"/>
     </void>
    </object>
   </void>
   <void id="MobilePerceiver0" method="get">
    <string>mvobj.perceiver</string>
    <void property="element">
     <object class="multiverse.server.engine.WMWorldNode" id="WMWorldNode0">
      <void property="instanceOid">
       <long>1901</long>
      </void>
      <void property="interpLoc">
       <object class="multiverse.server.math.Point">
        <void property="x">
         <int>-916534</int>
        </void>
        <void property="y">
         <int>166819</int>
        </void>
        <void property="z">
         <int>4006663</int>
        </void>
       </object>
      </void>
      <void property="lastInterp">
       <long>1585214434762</long>
      </void>
      <void property="objectOID">
       <long>1852</long>
      </void>
      <void property="orientation">
       <object class="multiverse.server.math.Quaternion">
        <void property="w">
         <float>0.89087355</float>
        </void>
        <void property="y">
         <float>0.45425135</float>
        </void>
       </object>
      </void>
      <void property="perceiver">
       <object idref="MobilePerceiver0"/>
      </void>
      <void property="rawLoc">
       <object class="multiverse.server.math.Point">
        <void property="x">
         <int>-916534</int>
        </void>
        <void property="y">
         <int>166819</int>
        </void>
        <void property="z">
         <int>4006663</int>
        </void>
       </object>
      </void>
     </object>
    </void>
   </void>
   <void method="put">
    <string>runThreshold</string>
    <float>5000.0</float>
   </void>
   <void method="put">
    <string>mvobj.wnode</string>
    <object idref="WMWorldNode0"/>
   </void>
   <void method="put">
    <string>marsobj.basedc</string>
    <object class="multiverse.server.objects.DisplayContext" id="DisplayContext2">
     <void class="multiverse.server.objects.DisplayContext" method="getField">
      <string>meshFile</string>
      <void method="set">
       <object idref="DisplayContext2"/>
       <string>human_male_fantasy.mesh</string>
      </void>
     </void>
     <void property="castShadow">
      <boolean>true</boolean>
     </void>
     <void property="objRef">
      <long>1852</long>
     </void>
     <void id="HashSet1" property="submeshes">
      <void method="add">
       <object idref="DisplayContext$Submesh0"/>
      </void>
      <void method="add">
       <object idref="DisplayContext$Submesh2"/>
      </void>
      <void method="add">
       <object idref="DisplayContext$Submesh4"/>
      </void>
     </void>
     <void property="submeshes">
      <object idref="HashSet1"/>
     </void>
    </object>
   </void>
   <void method="put">
    <string>mvobj.scale</string>
    <object class="multiverse.server.math.MVVector">
     <void property="x">
      <float>1.0</float>
     </void>
     <void property="y">
      <float>1.0</float>
     </void>
     <void property="z">
      <float>1.0</float>
     </void>
    </object>
   </void>
   <void method="put">
    <string>ignored_oids</string>
    <object class="java.util.HashSet"/>
   </void>
  </void>
  <void property="propertyMap">
   <object idref="HashMap0"/>
  </void>
  <void property="type">
   <object class="multiverse.server.objects.ObjectType" method="getObjectType">
    <short>3</short>
   </object>
  </void>
 </object>
</java>

DEBUG [2020-03-26 04:20:35,367] ObjectManager-5      Database.saveObjectHelper: saving obj: Dave
DEBUG [2020-03-26 04:20:35,367] ObjectManager-5      byte array length=10450
DEBUG [2020-03-26 04:20:35,367] ObjectManager-5      Database.updateRow: creating blob from byte stream
DEBUG [2020-03-26 04:20:35,367] ObjectManager-5      Database.updateRow: created blob, datalength=10450, bloblength=10450
DEBUG [2020-03-26 04:20:35,377] ObjectManager-5      done with saving char to the database
DEBUG [2020-03-26 04:20:35,377] ObjectManager-5      sendResponse to wmgr_1,1507 type=msgsys.RESPONSE id=838 class=multiverse.msgsys.BooleanResponseMessage
DEBUG [2020-03-26 04:20:35,377] ObjectManager-5      ObjectManagerPlugin, SaveObjectDataHook: sent response for obj=1852
DEBUG [2020-03-26 04:20:35,377] ObjectManager-5      EnginePlugin.handleMessage: processed msg 1507, type=MessageType['mv.SAVE_OBJECT_DATA', 54], time in ms=118
INFO  [2020-03-26 04:20:35,377] ObjectManager-5      MVMeter: meter=EnginePluginOnMessageMeter, avgTime=194, totalTime=1947, entries=10, elapsedMS=11246
DEBUG [2020-03-26 04:20:35,774] MessageIO            handleMessageData from proxy_1,422 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:20:35,774] MessageIO            [proxy_1,422] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:20:35,774] MessageIO            ADD SUBJECT 1995
DEBUG [2020-03-26 04:20:35,774] MessageIO            handleMessageData from proxy_1,423 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:20:35,774] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:20:35,774] Inventory-4          EnginePlugin.handleMessage: got msg id 423, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:20:35,774] Inventory-4          EnginePlugin.handleMessage: processed msg 423, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
INFO  [2020-03-26 04:20:35,774] Inventory-4          MVMeter: meter=EnginePluginOnMessageMeter, avgTime=8, totalTime=293, entries=33, elapsedMS=10747
DEBUG [2020-03-26 04:20:36,794] MessageIO            handleMessageData from proxy_1,425 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:20:36,794] MessageIO            [proxy_1,425] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:20:36,794] MessageIO            ADD SUBJECT 2216
DEBUG [2020-03-26 04:20:36,794] MessageIO            handleMessageData from proxy_1,426 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:20:36,794] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:20:36,795] Inventory-10         EnginePlugin.handleMessage: got msg id 426, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:20:36,795] Inventory-10         EnginePlugin.handleMessage: processed msg 426, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:20:42,983] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:20:42,983] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:20:43,834] MessageIO            handleMessageData from proxy_1,428 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:20:43,834] MessageIO            [proxy_1,428] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:20:43,834] MessageIO            REMOVE SUBJECT 1988
DEBUG [2020-03-26 04:20:50,749] MessageIO            handleMessageData from mobserver,966 type=mv.GET_TEMPLATE len=37 class=multiverse.server.plugins.ObjectManagerClient$GetTemplateMessage
DEBUG [2020-03-26 04:20:50,749] MessageIO            deliverMessage rpc to multiverse.server.plugins.ObjectManagerPlugin@52a67293
DEBUG [2020-03-26 04:20:50,750] ObjectManager-8      EnginePlugin.handleMessage: got msg id 966, matching 1 hooks for msgtype MessageType['mv.GET_TEMPLATE', 61]
DEBUG [2020-03-26 04:20:50,750] ObjectManager-8      sendResponse to mobserver,966 type=msgsys.RESPONSE id=839 class=multiverse.msgsys.GenericResponseMessage
DEBUG [2020-03-26 04:20:50,750] ObjectManager-8      EnginePlugin.handleMessage: processed msg 966, type=MessageType['mv.GET_TEMPLATE', 61], time in ms=0
INFO  [2020-03-26 04:20:50,750] ObjectManager-8      MVMeter: meter=EnginePluginOnMessageMeter, avgTime=0, totalTime=0, entries=1, elapsedMS=15373
DEBUG [2020-03-26 04:20:51,858] MessageIO            handleMessageData from proxy_1,432 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:20:51,858] MessageIO            [proxy_1,432] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:20:51,858] MessageIO            REMOVE SUBJECT 1974
DEBUG [2020-03-26 04:20:52,862] MessageIO            handleMessageData from proxy_1,433 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:20:52,863] MessageIO            [proxy_1,433] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:20:52,863] MessageIO            REMOVE SUBJECT 2202
DEBUG [2020-03-26 04:20:52,984] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:20:52,984] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:20:59,683] MessageIO            handleMessageData from mobserver,999 type=msgsys.SUBSCRIBE len=50 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:20:59,683] MessageIO            [mobserver,999] Got subscription subId=107 filter [SubjectFilter oid=1852 types=mv.INV_UPDATE,mv.CONCLUDE_QUEST,]
DEBUG [2020-03-26 04:20:59,683] MessageIO            sendResponse to mobserver,999 type=msgsys.RESPONSE id=840 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:20:59,685] MessageIO            handleMessageData from mobserver,1001 type=mv.GET_TEMPLATE len=37 class=multiverse.server.plugins.ObjectManagerClient$GetTemplateMessage
DEBUG [2020-03-26 04:20:59,685] MessageIO            deliverMessage rpc to multiverse.server.plugins.ObjectManagerPlugin@52a67293
DEBUG [2020-03-26 04:20:59,685] ObjectManager-9      EnginePlugin.handleMessage: got msg id 1001, matching 1 hooks for msgtype MessageType['mv.GET_TEMPLATE', 61]
DEBUG [2020-03-26 04:20:59,685] ObjectManager-9      sendResponse to mobserver,1001 type=msgsys.RESPONSE id=841 class=multiverse.msgsys.GenericResponseMessage
DEBUG [2020-03-26 04:20:59,685] ObjectManager-9      EnginePlugin.handleMessage: processed msg 1001, type=MessageType['mv.GET_TEMPLATE', 61], time in ms=0
DEBUG [2020-03-26 04:20:59,688] MessageIO            handleMessageData from mobserver,1003 type=mv.INV_FIND len=62 class=multiverse.server.plugins.InventoryClient$RemoveOrFindItemMessage
DEBUG [2020-03-26 04:20:59,688] MessageIO            deliverMessage rpc to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:20:59,689] Inventory-6          EnginePlugin.handleMessage: got msg id 1003, matching 1 hooks for msgtype MessageType['mv.INV_FIND', 75]
DEBUG [2020-03-26 04:20:59,689] Inventory-6          InventoryPlugin, FindItemHook: got message
DEBUG [2020-03-26 04:20:59,689] Inventory-6          MarsInventoryPlugin, findItem: mob=1852 templateList=[Zombie Dust]
DEBUG [2020-03-26 04:20:59,689] Inventory-6          sendResponse to mobserver,1003 type=msgsys.RESPONSE id=842 class=multiverse.msgsys.GenericResponseMessage
DEBUG [2020-03-26 04:20:59,689] Inventory-6          EnginePlugin.handleMessage: processed msg 1003, type=MessageType['mv.INV_FIND', 75], time in ms=0
INFO  [2020-03-26 04:20:59,689] Inventory-6          MVMeter: meter=EnginePluginOnMessageMeter, avgTime=0, totalTime=0, entries=2, elapsedMS=23915
DEBUG [2020-03-26 04:21:01,931] MessageIO            handleMessageData from proxy_1,437 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:21:01,932] MessageIO            [proxy_1,437] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:21:01,932] MessageIO            ADD SUBJECT 2202
DEBUG [2020-03-26 04:21:01,932] MessageIO            handleMessageData from proxy_1,438 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:21:01,932] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:21:01,933] Inventory-1          EnginePlugin.handleMessage: got msg id 438, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:21:01,933] Inventory-1          EnginePlugin.handleMessage: processed msg 438, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:21:02,984] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:21:02,984] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:21:06,958] MessageIO            handleMessageData from proxy_1,466 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:21:06,958] MessageIO            [proxy_1,466] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:21:06,958] MessageIO            REMOVE SUBJECT 1981
DEBUG [2020-03-26 04:21:06,964] MessageIO            handleMessageData from proxy_1,467 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:21:06,965] MessageIO            [proxy_1,467] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:21:06,965] MessageIO            ADD SUBJECT 1988
DEBUG [2020-03-26 04:21:06,965] MessageIO            handleMessageData from proxy_1,468 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:21:06,965] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:21:06,966] Inventory-8          EnginePlugin.handleMessage: got msg id 468, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:21:06,966] Inventory-8          EnginePlugin.handleMessage: processed msg 468, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:21:10,337] DBKeepalive          Database: ping
DEBUG [2020-03-26 04:21:10,977] MessageIO            handleMessageData from proxy_1,489 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:21:10,977] MessageIO            [proxy_1,489] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:21:10,977] MessageIO            ADD SUBJECT 1974
DEBUG [2020-03-26 04:21:10,977] MessageIO            handleMessageData from proxy_1,490 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:21:10,977] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:21:10,978] Inventory-2          EnginePlugin.handleMessage: got msg id 490, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:21:10,978] Inventory-2          EnginePlugin.handleMessage: processed msg 490, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
INFO  [2020-03-26 04:21:10,978] Inventory-2          MVMeter: meter=EnginePluginOnMessageMeter, avgTime=0, totalTime=0, entries=3, elapsedMS=11289
DEBUG [2020-03-26 04:21:12,984] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:21:12,984] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:21:14,008] MessageIO            handleMessageData from proxy_1,506 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:21:14,009] MessageIO            [proxy_1,506] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:21:14,009] MessageIO            ADD SUBJECT 1981
DEBUG [2020-03-26 04:21:14,009] MessageIO            handleMessageData from proxy_1,507 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:21:14,009] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:21:14,009] Inventory-9          EnginePlugin.handleMessage: got msg id 507, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:21:14,009] Inventory-9          EnginePlugin.handleMessage: processed msg 507, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:21:16,950] MessageIO            handleMessageData from proxy_1,521 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:21:16,950] MessageIO            [proxy_1,521] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:21:16,950] MessageIO            REMOVE SUBJECT 2209
DEBUG [2020-03-26 04:21:22,985] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:21:22,985] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:21:25,077] MessageIO            handleMessageData from proxy_1,536 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:21:25,077] MessageIO            [proxy_1,536] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:21:25,077] MessageIO            ADD SUBJECT 2209
DEBUG [2020-03-26 04:21:25,077] MessageIO            handleMessageData from proxy_1,537 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:21:25,077] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:21:25,079] Inventory-5          EnginePlugin.handleMessage: got msg id 537, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:21:25,079] Inventory-5          EnginePlugin.handleMessage: processed msg 537, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
INFO  [2020-03-26 04:21:25,079] Inventory-5          MVMeter: meter=EnginePluginOnMessageMeter, avgTime=0, totalTime=0, entries=2, elapsedMS=14101
DEBUG [2020-03-26 04:21:33,019] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:21:33,019] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:21:35,394] MessageIO            handleMessageData from wmgr_1,2194 type=mv.SAVE_OBJECT_DATA len=4736 class=multiverse.server.plugins.ObjectManagerClient$SaveObjectDataMessage
DEBUG [2020-03-26 04:21:35,394] MessageIO            deliverMessage rpc to multiverse.server.plugins.ObjectManagerPlugin@52a67293
DEBUG [2020-03-26 04:21:35,395] ObjectManager-1      EnginePlugin.handleMessage: got msg id 2194, matching 1 hooks for msgtype MessageType['mv.SAVE_OBJECT_DATA', 54]
DEBUG [2020-03-26 04:21:35,395] ObjectManager-1      ObjectManagerPlugin, SaveObjectDataHook: oid=1852
DEBUG [2020-03-26 04:21:35,399] ObjectManager-1      encoding entity type=[PLAYER,3]
DEBUG [2020-03-26 04:21:35,401] ObjectManager-1      MarsMob.init: name=null, perceiver=null
DEBUG [2020-03-26 04:21:35,401] ObjectManager-1      MarsMob.init: generating perceiver
DEBUG [2020-03-26 04:21:35,401] ObjectManager-1      MVObject.setPerceiver: obj oid=null, perceiver=[MobilePerceiver:119906905 elem=null radius=100000]
DEBUG [2020-03-26 04:21:35,401] ObjectManager-1      MarsMob.init: generated perceiver=[MobilePerceiver:119906905 elem=null radius=100000], func=[MobilePerceiver:119906905 elem=null radius=100000]
DEBUG [2020-03-26 04:21:35,490] ObjectManager-1      Database.saveObject: ns=[Namespace NS.wmgr:3] type=[PLAYER,3] xml conversion: length=10449, string=<?xml version="1.0" encoding="UTF-8"?>
<java version="1.8.0_242" class="java.beans.XMLDecoder">
 <object class="multiverse.mars.objects.MarsMob" id="MarsMob0">
  <void property="name">
   <string>Dave</string>
  </void>
  <void property="oid">
   <long>1852</long>
  </void>
  <void property="persistenceFlag">
   <boolean>true</boolean>
  </void>
  <void id="HashMap0" property="propertyMap">
   <void method="put">
    <string>mvobj.dc</string>
    <object class="multiverse.server.objects.DisplayContext" id="DisplayContext0">
     <void class="multiverse.server.objects.DisplayContext" method="getField">
      <string>meshFile</string>
      <void method="set">
       <object idref="DisplayContext0"/>
       <string>human_male_fantasy.mesh</string>
      </void>
     </void>
     <void property="castShadow">
      <boolean>true</boolean>
     </void>
     <void id="HashMap1" property="childDCMap">
      <void method="put">
       <string>primaryWeapon</string>
       <object class="multiverse.server.objects.DisplayContext" id="DisplayContext1">
        <void class="multiverse.server.objects.DisplayContext" method="getField">
         <string>meshFile</string>
         <void method="set">
          <object idref="DisplayContext1"/>
          <string>FW_sword_human_katareen.mesh</string>
         </void>
        </void>
        <void property="attachableFlag">
         <boolean>true</boolean>
        </void>
        <void property="displayInfo">
         <void method="put">
          <object class="multiverse.server.objects.DisplayState">
           <void property="id">
            <int>1</int>
           </void>
          </object>
          <object class="java.util.HashMap">
           <void method="put">
            <object class="multiverse.mars.objects.MarsEquipSlot">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
            <object class="multiverse.mars.objects.MarsAttachSocket">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
           </void>
          </object>
         </void>
         <void method="put">
          <object class="multiverse.server.objects.DisplayState">
           <void property="id">
            <int>2</int>
           </void>
          </object>
          <object class="java.util.HashMap">
           <void method="put">
            <object class="multiverse.mars.objects.MarsEquipSlot">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
            <object class="multiverse.mars.objects.MarsAttachSocket">
             <void property="name">
              <string>primaryWeapon</string>
             </void>
            </object>
           </void>
          </object>
         </void>
        </void>
        <void property="objRef">
         <long>1860</long>
        </void>
       </object>
      </void>
     </void>
     <void property="childDCMap">
      <object idref="HashMap1"/>
     </void>
     <void property="objRef">
      <long>1852</long>
     </void>
     <void id="HashSet0" property="submeshes">
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh0">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh0"/>
          <string>human_male_body-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh0"/>
          <string>human_male_fantasy.human_male_body_01</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh1">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh1"/>
          <string>male_leather_b_legs-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh1"/>
          <string>human_male_fantasy.human_male_armor_leather_b</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh2">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh2"/>
          <string>male_head_01_hair_01-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh2"/>
          <string>human_male_fantasy.human_male_head_01_hair_01</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh3">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
          <object idref="DisplayContext$Submesh3"/>
          <string>male_leather_b_chest-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh3"/>
          <string>human_male_fantasy.human_male_armor_leather_b</string>
         </void>
        </void>
       </object>
      </void>
      <void method="add">
       <object class="multiverse.server.objects.DisplayContext$Submesh" id="DisplayContext$Submesh4">
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>name</string>
         <void method="set">
